mcdi,base,alt,grammar,download_date,mcdi_id,category,avg_production,incl_reason,excl_reason
buttocks/bottom*,buttocks,buttockss',plural_possessive,9/13/24,187,body_parts,0.63,,
button,button,button,singular_noun,9/13/24,160,clothing,0.53,,
button,button,button's,possessive,9/13/24,160,clothing,0.53,,
button,button,buttons,"dumb_plural, plural_noun",9/13/24,160,clothing,0.53,,
button,button,buttons',"dumb_plural_possessive, plural_possessive",9/13/24,160,clothing,0.53,,
cake,cake,cake,singular_noun,9/13/24,94,food_drink,0.7,,
cake,cake,cake's,possessive,9/13/24,94,food_drink,0.7,,
cake,cake,cakes,"dumb_plural, plural_noun",9/13/24,94,food_drink,0.7,,
cake,cake,cakes',"dumb_plural_possessive, plural_possessive",9/13/24,94,food_drink,0.7,,
camera,camera,camera,singular_noun,9/13/24,219,household,0.35,,
camera,camera,camera's,possessive,9/13/24,219,household,0.35,,
camera,camera,cameras,"dumb_plural, plural_noun",9/13/24,219,household,0.35,,
camera,camera,cameras',"dumb_plural_possessive, plural_possessive",9/13/24,219,household,0.35,,
camping,camping,camping,singular_noun,9/13/24,326,places,0.1,,
camping,camping,camping's,possessive,9/13/24,326,places,0.1,,
camping,camping,campings,"dumb_plural, plural_noun",9/13/24,326,places,0.1,,
camping,camping,campings',"dumb_plural_possessive, plural_possessive",9/13/24,326,places,0.1,,
can (object),can,can,singular_noun,9/13/24,220,household,0.24,,
can (object),can,can's,possessive,9/13/24,220,household,0.24,,
can (object),can,cans,"dumb_plural, plural_noun",9/13/24,220,household,0.24,,
can (object),can,cans',"dumb_plural_possessive, plural_possessive",9/13/24,220,household,0.24,,
candy,candy,candies,plural_noun,9/13/24,95,food_drink,0.52,,
candy,candy,candies',plural_possessive,9/13/24,95,food_drink,0.52,,
candy,candy,candy,singular_noun,9/13/24,95,food_drink,0.52,,
candy,candy,candy's,possessive,9/13/24,95,food_drink,0.52,,
candy,candy,candys,dumb_plural,9/13/24,95,food_drink,0.52,,
candy,candy,candys',dumb_plural_possessive,9/13/24,95,food_drink,0.52,,
car,car,car,singular_noun,9/13/24,60,vehicles,0.88,,
car,car,car's,possessive,9/13/24,60,vehicles,0.88,,
car,car,cars,"dumb_plural, plural_noun",9/13/24,60,vehicles,0.88,,
car,car,cars',"dumb_plural_possessive, plural_possessive",9/13/24,60,vehicles,0.88,,
carrots,carrots,carrot,singular_noun,9/13/24,96,food_drink,0.52,,
carrots,carrots,carrot's,possessive,9/13/24,96,food_drink,0.52,,
carrots,carrots,carrots,"dumb_plural, plural_noun",9/13/24,96,food_drink,0.52,,
carrots,carrots,carrots',dumb_plural_possessive,9/13/24,96,food_drink,0.52,,
carrots,carrots,carrotss,plural_noun,9/13/24,96,food_drink,0.52,,
carrots,carrots,carrotss',plural_possessive,9/13/24,96,food_drink,0.52,,
cat,cat,cat,singular_noun,9/13/24,22,animals,0.82,,
cat,cat,cat's,possessive,9/13/24,22,animals,0.82,,
cat,cat,cats,"dumb_plural, plural_noun",9/13/24,22,animals,0.82,,
cat,cat,cats',"dumb_plural_possessive, plural_possessive",9/13/24,22,animals,0.82,,
cereal,cereal,cereal,singular_noun,9/13/24,97,food_drink,0.6,,
cereal,cereal,cereal's,possessive,9/13/24,97,food_drink,0.6,,
cereal,cereal,cereals,"dumb_plural, plural_noun",9/13/24,97,food_drink,0.6,,
cereal,cereal,cereals',"dumb_plural_possessive, plural_possessive",9/13/24,97,food_drink,0.6,,
chair,chair,chair,singular_noun,9/13/24,267,furniture_rooms,0.71,,
chair,chair,chair's,possessive,9/13/24,267,furniture_rooms,0.71,,
chair,chair,chairs,"dumb_plural, plural_noun",9/13/24,267,furniture_rooms,0.71,,
chair,chair,chairs',"dumb_plural_possessive, plural_possessive",9/13/24,267,furniture_rooms,0.71,,
chalk,chalk,chalk,singular_noun,9/13/24,76,toys,0.32,,
chalk,chalk,chalk's,possessive,9/13/24,76,toys,0.32,,
chalk,chalk,chalks,"dumb_plural, plural_noun",9/13/24,76,toys,0.32,,
chalk,chalk,chalks',"dumb_plural_possessive, plural_possessive",9/13/24,76,toys,0.32,,
cheek,cheek,cheek,singular_noun,9/13/24,188,body_parts,0.54,,
cheek,cheek,cheek's,possessive,9/13/24,188,body_parts,0.54,,
cheek,cheek,cheeks,"dumb_plural, plural_noun",9/13/24,188,body_parts,0.54,,
cheek,cheek,cheeks',"dumb_plural_possessive, plural_possessive",9/13/24,188,body_parts,0.54,,
cheerios,cheerios,cheerio,singular_noun,9/13/24,98,food_drink,0.49,,
cheerios,cheerios,cheerio's,possessive,9/13/24,98,food_drink,0.49,,
cheerios,cheerios,cheerios,"dumb_plural, plural_noun",9/13/24,98,food_drink,0.49,,
cheerios,cheerios,cheerios',dumb_plural_possessive,9/13/24,98,food_drink,0.49,,
cheerios,cheerios,cheerioss,plural_noun,9/13/24,98,food_drink,0.49,,
cheerios,cheerios,cheerioss',plural_possessive,9/13/24,98,food_drink,0.49,,
cheese,cheese,cheese,singular_noun,9/13/24,99,food_drink,0.83,,
cheese,cheese,cheese's,possessive,9/13/24,99,food_drink,0.83,,
cheese,cheese,cheeses,"dumb_plural, plural_noun",9/13/24,99,food_drink,0.83,,
cheese,cheese,cheeses',"dumb_plural_possessive, plural_possessive",9/13/24,99,food_drink,0.83,,
chicken (animal),chicken,chicken,singular_noun,9/13/24,23,animals,0.61,,
chicken (animal),chicken,chicken's,possessive,9/13/24,23,animals,0.61,,
chicken (animal),chicken,chickens,"dumb_plural, plural_noun",9/13/24,23,animals,0.61,,
chicken (animal),chicken,chickens',"dumb_plural_possessive, plural_possessive",9/13/24,23,animals,0.61,,
chicken (food),chicken,chicken,singular_noun,9/13/24,100,food_drink,0.58,,
chicken (food),chicken,chicken's,possessive,9/13/24,100,food_drink,0.58,,
chicken (food),chicken,chickens,"dumb_plural, plural_noun",9/13/24,100,food_drink,0.58,,
chicken (food),chicken,chickens',"dumb_plural_possessive, plural_possessive",9/13/24,100,food_drink,0.58,,
child,child,child,singular_noun,9/13/24,353,people,0.15,,
child,child,child's,possessive,9/13/24,353,people,0.15,,
child,child,children,plural_noun,9/13/24,353,people,0.15,,
child,child,childrens',plural_possessive,9/13/24,353,people,0.15,,
child,child,childs,dumb_plural,9/13/24,353,people,0.15,,
child,child,childs',dumb_plural_possessive,9/13/24,353,people,0.15,,
child's own name,child's own name,child's own name,singular_noun,9/13/24,368,people,0.73,,
child's own name,child's own name,child's own name's,possessive,9/13/24,368,people,0.73,,
child's own name,child's own name,child's own names,"dumb_plural, plural_noun",9/13/24,368,people,0.73,,
child's own name,child's own name,child's own names',"dumb_plural_possessive, plural_possessive",9/13/24,368,people,0.73,,
child's own name,child's own name,child's+own+name,singular_noun,9/13/24,368,people,0.73,,
child's own name,child's own name,child's+own+name's,possessive,9/13/24,368,people,0.73,,
child's own name,child's own name,child's+own+names,"dumb_plural, plural_noun",9/13/24,368,people,0.73,,
child's own name,child's own name,child's+own+names',"dumb_plural_possessive, plural_possessive",9/13/24,368,people,0.73,,
chin,chin,chin,singular_noun,9/13/24,189,body_parts,0.51,,
chin,chin,chin's,possessive,9/13/24,189,body_parts,0.51,,
chin,chin,chins,"dumb_plural, plural_noun",9/13/24,189,body_parts,0.51,,
chin,chin,chins',"dumb_plural_possessive, plural_possessive",9/13/24,189,body_parts,0.51,,
chocolate,chocolate,chocolate,singular_noun,9/13/24,101,food_drink,0.48,,
chocolate,chocolate,chocolate's,possessive,9/13/24,101,food_drink,0.48,,
chocolate,chocolate,chocolates,"dumb_plural, plural_noun",9/13/24,101,food_drink,0.48,,
chocolate,chocolate,chocolates',"dumb_plural_possessive, plural_possessive",9/13/24,101,food_drink,0.48,,
church*,church,church,singular_noun,9/13/24,327,places,0.25,,
church*,church,church's,possessive,9/13/24,327,places,0.25,,
church*,church,churches,plural_noun,9/13/24,327,places,0.25,,
church*,church,churches',plural_possessive,9/13/24,327,places,0.25,,
church*,church,churchs,dumb_plural,9/13/24,327,places,0.25,,
church*,church,churchs',dumb_plural_possessive,9/13/24,327,places,0.25,,
circus,circus,circu,singular_noun,9/13/24,328,places,0.08,,
circus,circus,circu's,possessive,9/13/24,328,places,0.08,,
circus,circus,circus,"dumb_plural, plural_noun",9/13/24,328,places,0.08,,
circus,circus,circus',dumb_plural_possessive,9/13/24,328,places,0.08,,
circus,circus,circuses,plural_noun,9/13/24,328,places,0.08,,
circus,circus,circuses',plural_possessive,9/13/24,328,places,0.08,,
clock,clock,clock,singular_noun,9/13/24,221,household,0.48,,
clock,clock,clock's,possessive,9/13/24,221,household,0.48,,
clock,clock,clocks,"dumb_plural, plural_noun",9/13/24,221,household,0.48,,
clock,clock,clocks',"dumb_plural_possessive, plural_possessive",9/13/24,221,household,0.48,,
closet,closet,closet,singular_noun,9/13/24,268,furniture_rooms,0.32,,
closet,closet,closet's,possessive,9/13/24,268,furniture_rooms,0.32,,
closet,closet,closets,"dumb_plural, plural_noun",9/13/24,268,furniture_rooms,0.32,,
closet,closet,closets',"dumb_plural_possessive, plural_possessive",9/13/24,268,furniture_rooms,0.32,,
cloud,cloud,cloud,singular_noun,9/13/24,295,outside,0.42,,
cloud,cloud,cloud's,possessive,9/13/24,295,outside,0.42,,
cloud,cloud,clouds,"dumb_plural, plural_noun",9/13/24,295,outside,0.42,,
cloud,cloud,clouds',"dumb_plural_possessive, plural_possessive",9/13/24,295,outside,0.42,,
clown,clown,clown,singular_noun,9/13/24,354,people,0.2,,
clown,clown,clown's,possessive,9/13/24,354,people,0.2,,
clown,clown,clowns,"dumb_plural, plural_noun",9/13/24,354,people,0.2,,
clown,clown,clowns',"dumb_plural_possessive, plural_possessive",9/13/24,354,people,0.2,,
coat,coat,coat,singular_noun,9/13/24,161,clothing,0.59,,
coat,coat,coat's,possessive,9/13/24,161,clothing,0.59,,
coat,coat,coats,"dumb_plural, plural_noun",9/13/24,161,clothing,0.59,,
coat,coat,coats',"dumb_plural_possessive, plural_possessive",9/13/24,161,clothing,0.59,,
coffee,coffee,coffee,singular_noun,9/13/24,102,food_drink,0.48,,
coffee,coffee,coffee's,possessive,9/13/24,102,food_drink,0.48,,
coffee,coffee,coffees,"dumb_plural, plural_noun",9/13/24,102,food_drink,0.48,,
coffee,coffee,coffees',"dumb_plural_possessive, plural_possessive",9/13/24,102,food_drink,0.48,,
coke,coke,coke,singular_noun,9/13/24,103,food_drink,0.19,,
coke,coke,coke's,possessive,9/13/24,103,food_drink,0.19,,
coke,coke,cokes,"dumb_plural, plural_noun",9/13/24,103,food_drink,0.19,,
coke,coke,cokes',"dumb_plural_possessive, plural_possessive",9/13/24,103,food_drink,0.19,,
comb,comb,comb,singular_noun,9/13/24,222,household,0.39,,
comb,comb,comb's,possessive,9/13/24,222,household,0.39,,
comb,comb,combs,"dumb_plural, plural_noun",9/13/24,222,household,0.39,,
comb,comb,combs',"dumb_plural_possessive, plural_possessive",9/13/24,222,household,0.39,,
cookie,cookie,cookie,singular_noun,9/13/24,104,food_drink,0.81,,
cookie,cookie,cookie's,possessive,9/13/24,104,food_drink,0.81,,
cookie,cookie,cookies,"dumb_plural, plural_noun",9/13/24,104,food_drink,0.81,,
cookie,cookie,cookies',"dumb_plural_possessive, plural_possessive",9/13/24,104,food_drink,0.81,,
corn,corn,corn,singular_noun,9/13/24,105,food_drink,0.46,,
corn,corn,corn's,possessive,9/13/24,105,food_drink,0.46,,
corn,corn,corns,"dumb_plural, plural_noun",9/13/24,105,food_drink,0.46,,
corn,corn,corns',"dumb_plural_possessive, plural_possessive",9/13/24,105,food_drink,0.46,,
couch,couch,couch,singular_noun,9/13/24,269,furniture_rooms,0.48,,
couch,couch,couch's,possessive,9/13/24,269,furniture_rooms,0.48,,
couch,couch,couches,plural_noun,9/13/24,269,furniture_rooms,0.48,,
couch,couch,couches',plural_possessive,9/13/24,269,furniture_rooms,0.48,,
couch,couch,couchs,dumb_plural,9/13/24,269,furniture_rooms,0.48,,
couch,couch,couchs',dumb_plural_possessive,9/13/24,269,furniture_rooms,0.48,,
country,country,countries,plural_noun,9/13/24,329,places,0.04,,
country,country,countries',plural_possessive,9/13/24,329,places,0.04,,
country,country,country,singular_noun,9/13/24,329,places,0.04,,
country,country,country's,possessive,9/13/24,329,places,0.04,,
country,country,countrys,dumb_plural,9/13/24,329,places,0.04,,
country,country,countrys',dumb_plural_possessive,9/13/24,329,places,0.04,,
cow,cow,cow,singular_noun,9/13/24,24,animals,0.74,,
cow,cow,cow's,possessive,9/13/24,24,animals,0.74,,
cow,cow,cows,"dumb_plural, plural_noun",9/13/24,24,animals,0.74,,
cow,cow,cows',"dumb_plural_possessive, plural_possessive",9/13/24,24,animals,0.74,,
cowboy,cowboy,cowboy,singular_noun,9/13/24,355,people,0.11,,
cowboy,cowboy,cowboy's,possessive,9/13/24,355,people,0.11,,
cowboy,cowboy,cowboys,"dumb_plural, plural_noun",9/13/24,355,people,0.11,,
cowboy,cowboy,cowboys',"dumb_plural_possessive, plural_possessive",9/13/24,355,people,0.11,,
cracker,cracker,cracker,singular_noun,9/13/24,106,food_drink,0.71,,
cracker,cracker,cracker's,possessive,9/13/24,106,food_drink,0.71,,
cracker,cracker,crackers,"dumb_plural, plural_noun",9/13/24,106,food_drink,0.71,,
cracker,cracker,crackers',"dumb_plural_possessive, plural_possessive",9/13/24,106,food_drink,0.71,,
crayon,crayon,crayon,singular_noun,9/13/24,77,toys,0.54,,
crayon,crayon,crayon's,possessive,9/13/24,77,toys,0.54,,
crayon,crayon,crayons,"dumb_plural, plural_noun",9/13/24,77,toys,0.54,,
crayon,crayon,crayons',"dumb_plural_possessive, plural_possessive",9/13/24,77,toys,0.54,,
crib,crib,crib,singular_noun,9/13/24,270,furniture_rooms,0.37,,
crib,crib,crib's,possessive,9/13/24,270,furniture_rooms,0.37,,
crib,crib,cribs,"dumb_plural, plural_noun",9/13/24,270,furniture_rooms,0.37,,
crib,crib,cribs',"dumb_plural_possessive, plural_possessive",9/13/24,270,furniture_rooms,0.37,,
cup,cup,cup,singular_noun,9/13/24,223,household,0.73,,
cup,cup,cup's,possessive,9/13/24,223,household,0.73,,
cup,cup,cups,"dumb_plural, plural_noun",9/13/24,223,household,0.73,,
cup,cup,cups',"dumb_plural_possessive, plural_possessive",9/13/24,223,household,0.73,,
daddy*,daddy,baba,"diminutive, singular_noun",9/13/24,356,people,0.95,,
daddy*,daddy,baba's,possessive,9/13/24,356,people,0.95,,
daddy*,daddy,babas,"dumb_plural, plural_noun",9/13/24,356,people,0.95,,
daddy*,daddy,babas',"dumb_plural_possessive, plural_possessive",9/13/24,356,people,0.95,,
daddy*,daddy,dad,"diminutive, singular_noun",9/13/24,356,people,0.95,,
daddy*,daddy,dad's,possessive,9/13/24,356,people,0.95,,
daddy*,daddy,dada,"diminutive, singular_noun",9/13/24,356,people,0.95,,
daddy*,daddy,dada's,possessive,9/13/24,356,people,0.95,,
daddy*,daddy,dadas,"dumb_plural, plural_noun",9/13/24,356,people,0.95,,
daddy*,daddy,dadas',"dumb_plural_possessive, plural_possessive",9/13/24,356,people,0.95,,
daddy*,daddy,daddies,plural_noun,9/13/24,356,people,0.95,,
daddy*,daddy,daddies',plural_possessive,9/13/24,356,people,0.95,,
daddy*,daddy,daddy,singular_noun,9/13/24,356,people,0.95,,
daddy*,daddy,daddy's,possessive,9/13/24,356,people,0.95,,
daddy*,daddy,daddys,dumb_plural,9/13/24,356,people,0.95,,
daddy*,daddy,daddys',dumb_plural_possessive,9/13/24,356,people,0.95,,
daddy*,daddy,dads,"dumb_plural, plural_noun",9/13/24,356,people,0.95,,
daddy*,daddy,dads',"dumb_plural_possessive, plural_possessive",9/13/24,356,people,0.95,,
daddy*,daddy,father,"diminutive, singular_noun",9/13/24,356,people,0.95,,
daddy*,daddy,father's,possessive,9/13/24,356,people,0.95,,
daddy*,daddy,fathers,"dumb_plural, plural_noun",9/13/24,356,people,0.95,,
daddy*,daddy,fathers',"dumb_plural_possessive, plural_possessive",9/13/24,356,people,0.95,,
daddy*,daddy,papa,"diminutive, singular_noun",9/13/24,356,people,0.95,,
daddy*,daddy,papa's,possessive,9/13/24,356,people,0.95,,
daddy*,daddy,papas,"dumb_plural, plural_noun",9/13/24,356,people,0.95,,
daddy*,daddy,papas',"dumb_plural_possessive, plural_possessive",9/13/24,356,people,0.95,,
deer,deer,deer,"plural_noun, singular_noun",9/13/24,25,animals,0.32,,
deer,deer,deer's,possessive,9/13/24,25,animals,0.32,,
deer,deer,deers,dumb_plural,9/13/24,25,animals,0.32,,
deer,deer,deers',"dumb_plural_possessive, plural_possessive",9/13/24,25,animals,0.32,,
diaper,diaper,diaper,singular_noun,9/13/24,162,clothing,0.73,,
diaper,diaper,diaper's,possessive,9/13/24,162,clothing,0.73,,
diaper,diaper,diapers,"dumb_plural, plural_noun",9/13/24,162,clothing,0.73,,
diaper,diaper,diapers',"dumb_plural_possessive, plural_possessive",9/13/24,162,clothing,0.73,,
dish,dish,dish,singular_noun,9/13/24,224,household,0.28,,
dish,dish,dish's,possessive,9/13/24,224,household,0.28,,
dish,dish,dishes,plural_noun,9/13/24,224,household,0.28,,
dish,dish,dishes',plural_possessive,9/13/24,224,household,0.28,,
dish,dish,dishs,dumb_plural,9/13/24,224,household,0.28,,
dish,dish,dishs',dumb_plural_possessive,9/13/24,224,household,0.28,,
doctor,doctor,doctor,singular_noun,9/13/24,357,people,0.4,,
doctor,doctor,doctor's,possessive,9/13/24,357,people,0.4,,
doctor,doctor,doctors,"dumb_plural, plural_noun",9/13/24,357,people,0.4,,
doctor,doctor,doctors',"dumb_plural_possessive, plural_possessive",9/13/24,357,people,0.4,,
dog,dog,dog,singular_noun,9/13/24,26,animals,0.88,,
dog,dog,dog's,possessive,9/13/24,26,animals,0.88,,
dog,dog,doggie,"diminutive, singular_noun",9/13/24,26,animals,0.88,,
dog,dog,doggie's,possessive,9/13/24,26,animals,0.88,,
dog,dog,doggies,"dumb_plural, plural_noun",9/13/24,26,animals,0.88,,
dog,dog,doggies',"dumb_plural_possessive, plural_possessive",9/13/24,26,animals,0.88,,
dog,dog,doggy,"diminutive, singular_noun",9/13/24,26,animals,0.88,,
dog,dog,doggy's,possessive,9/13/24,26,animals,0.88,,
dog,dog,doggys,dumb_plural,9/13/24,26,animals,0.88,,
dog,dog,doggys',dumb_plural_possessive,9/13/24,26,animals,0.88,,
dog,dog,dogs,"dumb_plural, plural_noun",9/13/24,26,animals,0.88,,
dog,dog,dogs',"dumb_plural_possessive, plural_possessive",9/13/24,26,animals,0.88,,
doll,doll,doll,singular_noun,9/13/24,78,toys,0.5,,
doll,doll,doll's,possessive,9/13/24,78,toys,0.5,,
doll,doll,dollie,"diminutive, singular_noun",9/13/24,78,toys,0.5,,
doll,doll,dollie's,possessive,9/13/24,78,toys,0.5,,
doll,doll,dollies,"dumb_plural, plural_noun",9/13/24,78,toys,0.5,,
doll,doll,dollies',"dumb_plural_possessive, plural_possessive",9/13/24,78,toys,0.5,,
doll,doll,dolls,"dumb_plural, plural_noun",9/13/24,78,toys,0.5,,
doll,doll,dolls',"dumb_plural_possessive, plural_possessive",9/13/24,78,toys,0.5,,
doll,doll,dolly,"diminutive, singular_noun",9/13/24,78,toys,0.5,,
doll,doll,dolly's,possessive,9/13/24,78,toys,0.5,,
doll,doll,dollys,dumb_plural,9/13/24,78,toys,0.5,,
doll,doll,dollys',dumb_plural_possessive,9/13/24,78,toys,0.5,,
donkey,donkey,donkey,singular_noun,9/13/24,27,animals,0.26,,
donkey,donkey,donkey's,possessive,9/13/24,27,animals,0.26,,
donkey,donkey,donkeys,"dumb_plural, plural_noun",9/13/24,27,animals,0.26,,
donkey,donkey,donkeys',"dumb_plural_possessive, plural_possessive",9/13/24,27,animals,0.26,,
donut,donut,donut,singular_noun,9/13/24,107,food_drink,0.31,,
donut,donut,donut's,possessive,9/13/24,107,food_drink,0.31,,
donut,donut,donuts,"dumb_plural, plural_noun",9/13/24,107,food_drink,0.31,,
donut,donut,donuts',"dumb_plural_possessive, plural_possessive",9/13/24,107,food_drink,0.31,,
door,door,door,singular_noun,9/13/24,271,furniture_rooms,0.71,,
door,door,door's,possessive,9/13/24,271,furniture_rooms,0.71,,
door,door,doors,"dumb_plural, plural_noun",9/13/24,271,furniture_rooms,0.71,,
door,door,doors',"dumb_plural_possessive, plural_possessive",9/13/24,271,furniture_rooms,0.71,,
downtown,downtown,down town,"diminutive, singular_noun",9/13/24,330,places,0.08,,
downtown,downtown,down town's,possessive,9/13/24,330,places,0.08,,
downtown,downtown,down towns,"dumb_plural, plural_noun",9/13/24,330,places,0.08,,
downtown,downtown,down towns',"dumb_plural_possessive, plural_possessive",9/13/24,330,places,0.08,,
downtown,downtown,down+town,"diminutive, singular_noun",9/13/24,330,places,0.08,,
downtown,downtown,down+town's,possessive,9/13/24,330,places,0.08,,
downtown,downtown,down+towns,"dumb_plural, plural_noun",9/13/24,330,places,0.08,,
downtown,downtown,down+towns',"dumb_plural_possessive, plural_possessive",9/13/24,330,places,0.08,,
downtown,downtown,downtown,singular_noun,9/13/24,330,places,0.08,,
downtown,downtown,downtown's,possessive,9/13/24,330,places,0.08,,
downtown,downtown,downtowns,"dumb_plural, plural_noun",9/13/24,330,places,0.08,,
downtown,downtown,downtowns',"dumb_plural_possessive, plural_possessive",9/13/24,330,places,0.08,,
drawer,drawer,drawer,singular_noun,9/13/24,272,furniture_rooms,0.27,,
drawer,drawer,drawer's,possessive,9/13/24,272,furniture_rooms,0.27,,
drawer,drawer,drawers,"dumb_plural, plural_noun",9/13/24,272,furniture_rooms,0.27,,
drawer,drawer,drawers',"dumb_plural_possessive, plural_possessive",9/13/24,272,furniture_rooms,0.27,,
dress (object),dress,dres,singular_noun,9/13/24,163,clothing,0.41,,
dress (object),dress,dres's,possessive,9/13/24,163,clothing,0.41,,
dress (object),dress,dress,"dumb_plural, singular_noun",9/13/24,163,clothing,0.41,,
dress (object),dress,dress',dumb_plural_possessive,9/13/24,163,clothing,0.41,,
dress (object),dress,dresses,plural_noun,9/13/24,163,clothing,0.41,,
dress (object),dress,dresses',plural_possessive,9/13/24,163,clothing,0.41,,
drink (beverage),drink,drink,singular_noun,9/13/24,108,food_drink,0.6,,
drink (beverage),drink,drink's,possessive,9/13/24,108,food_drink,0.6,,
drink (beverage),drink,drinks,"dumb_plural, plural_noun",9/13/24,108,food_drink,0.6,,
drink (beverage),drink,drinks',"dumb_plural_possessive, plural_possessive",9/13/24,108,food_drink,0.6,,
dryer,dryer,dryer,singular_noun,9/13/24,273,furniture_rooms,0.21,,
dryer,dryer,dryer's,possessive,9/13/24,273,furniture_rooms,0.21,,
dryer,dryer,dryers,"dumb_plural, plural_noun",9/13/24,273,furniture_rooms,0.21,,
dryer,dryer,dryers',"dumb_plural_possessive, plural_possessive",9/13/24,273,furniture_rooms,0.21,,
duck,duck,duck,singular_noun,9/13/24,28,animals,0.79,,
duck,duck,duck's,possessive,9/13/24,28,animals,0.79,,
duck,duck,duckie,"diminutive, singular_noun",9/13/24,28,animals,0.79,,
duck,duck,duckie's,possessive,9/13/24,28,animals,0.79,,
duck,duck,duckies,"dumb_plural, plural_noun",9/13/24,28,animals,0.79,,
duck,duck,duckies',"dumb_plural_possessive, plural_possessive",9/13/24,28,animals,0.79,,
duck,duck,ducks,"dumb_plural, plural_noun",9/13/24,28,animals,0.79,,
duck,duck,ducks',"dumb_plural_possessive, plural_possessive",9/13/24,28,animals,0.79,,
duck,duck,ducky,"diminutive, singular_noun",9/13/24,28,animals,0.79,,
duck,duck,ducky's,possessive,9/13/24,28,animals,0.79,,
duck,duck,duckys,dumb_plural,9/13/24,28,animals,0.79,,
duck,duck,duckys',dumb_plural_possessive,9/13/24,28,animals,0.79,,
ear,ear,ear,singular_noun,9/13/24,190,body_parts,0.82,,
ear,ear,ear's,possessive,9/13/24,190,body_parts,0.82,,
ear,ear,ears,"dumb_plural, plural_noun",9/13/24,190,body_parts,0.82,,
ear,ear,ears',"dumb_plural_possessive, plural_possessive",9/13/24,190,body_parts,0.82,,
egg,egg,egg,singular_noun,9/13/24,109,food_drink,0.64,,
egg,egg,egg's,possessive,9/13/24,109,food_drink,0.64,,
egg,egg,eggie,"diminutive, singular_noun",9/13/24,109,food_drink,0.64,,
egg,egg,eggie's,possessive,9/13/24,109,food_drink,0.64,,
egg,egg,eggies,"dumb_plural, plural_noun",9/13/24,109,food_drink,0.64,,
egg,egg,eggies',"dumb_plural_possessive, plural_possessive",9/13/24,109,food_drink,0.64,,
egg,egg,eggs,"dumb_plural, plural_noun",9/13/24,109,food_drink,0.64,,
egg,egg,eggs',"dumb_plural_possessive, plural_possessive",9/13/24,109,food_drink,0.64,,
egg,egg,eggy,"diminutive, singular_noun",9/13/24,109,food_drink,0.64,,
egg,egg,eggy's,possessive,9/13/24,109,food_drink,0.64,,
egg,egg,eggys,dumb_plural,9/13/24,109,food_drink,0.64,,
egg,egg,eggys',dumb_plural_possessive,9/13/24,109,food_drink,0.64,,
elephant,elephant,elephant,singular_noun,9/13/24,29,animals,0.63,,
elephant,elephant,elephant's,possessive,9/13/24,29,animals,0.63,,
elephant,elephant,elephants,"dumb_plural, plural_noun",9/13/24,29,animals,0.63,,
elephant,elephant,elephants',"dumb_plural_possessive, plural_possessive",9/13/24,29,animals,0.63,,
eye,eye,eye,singular_noun,9/13/24,191,body_parts,0.87,,
eye,eye,eye's,possessive,9/13/24,191,body_parts,0.87,,
eye,eye,eyes,"dumb_plural, plural_noun",9/13/24,191,body_parts,0.87,,
eye,eye,eyes',"dumb_plural_possessive, plural_possessive",9/13/24,191,body_parts,0.87,,
face,face,face,singular_noun,9/13/24,192,body_parts,0.53,,
face,face,face's,possessive,9/13/24,192,body_parts,0.53,,
face,face,faces,"dumb_plural, plural_noun",9/13/24,192,body_parts,0.53,,
face,face,faces',"dumb_plural_possessive, plural_possessive",9/13/24,192,body_parts,0.53,,
farm,farm,farm,singular_noun,9/13/24,331,places,0.27,,
farm,farm,farm's,possessive,9/13/24,331,places,0.27,,
farm,farm,farms,"dumb_plural, plural_noun",9/13/24,331,places,0.27,,
farm,farm,farms',"dumb_plural_possessive, plural_possessive",9/13/24,331,places,0.27,,
finger,finger,finger,singular_noun,9/13/24,193,body_parts,0.65,,
finger,finger,finger's,possessive,9/13/24,193,body_parts,0.65,,
finger,finger,fingers,"dumb_plural, plural_noun",9/13/24,193,body_parts,0.65,,
finger,finger,fingers',"dumb_plural_possessive, plural_possessive",9/13/24,193,body_parts,0.65,,
fireman,fireman,fire man,"diminutive, singular_noun",9/13/24,358,people,0.24,,
fireman,fireman,fire man's,possessive,9/13/24,358,people,0.24,,
fireman,fireman,fire mans,dumb_plural,9/13/24,358,people,0.24,,
fireman,fireman,fire mans',dumb_plural_possessive,9/13/24,358,people,0.24,,
fireman,fireman,fire men,plural_noun,9/13/24,358,people,0.24,,
fireman,fireman,fire mens',plural_possessive,9/13/24,358,people,0.24,,
fireman,fireman,fire+man,"diminutive, singular_noun",9/13/24,358,people,0.24,,
fireman,fireman,fire+man's,possessive,9/13/24,358,people,0.24,,
fireman,fireman,fire+mans,dumb_plural,9/13/24,358,people,0.24,,
fireman,fireman,fire+mans',dumb_plural_possessive,9/13/24,358,people,0.24,,
fireman,fireman,fire+men,plural_noun,9/13/24,358,people,0.24,,
fireman,fireman,fire+mens',plural_possessive,9/13/24,358,people,0.24,,
fireman,fireman,fireman,singular_noun,9/13/24,358,people,0.24,,
fireman,fireman,fireman's,possessive,9/13/24,358,people,0.24,,
fireman,fireman,firemans,dumb_plural,9/13/24,358,people,0.24,,
fireman,fireman,firemans',dumb_plural_possessive,9/13/24,358,people,0.24,,
fireman,fireman,firemen,plural_noun,9/13/24,358,people,0.24,,
fireman,fireman,firemens',plural_possessive,9/13/24,358,people,0.24,,
